window_start_codon,dg_mean,gc3,csc_mean,gc_pct,interface_dg,intra_dg,gene,window_size,gene_length,dg_mean_z,gc3_z,csc_mean_z,gc_pct_z,interface_dg_z,intra_dg_z
610,-1.3353448275862068,0.6,-0.0007999999999999986,0.4666666666666667,-1.3694444444444445,-1.3199999999999998,brca1,10,1864,-0.41597045599447846,1.5255393831469901,0.798284686677,0.6728224468024185,-0.8660789865364906,-0.13979975638265021
620,-1.2882758620689652,0.2,-0.0402,0.4,-1.2416666666666665,-1.30925,brca1,10,1864,0.13700877835606964,-0.9966857303227005,-1.3263383377805,-0.14780034077299029,0.38975462509728037,-0.011191698923664384
630,-1.2931034482758623,0.2,-0.0298,0.4,-1.2483333333333335,-1.31325,brca1,10,1864,0.08029295944831423,-0.9966857303227005,-0.7655241384313122,-0.14780034077299029,0.32423287144681917,-0.05904585983863672
640,-1.2089655172413794,0.2,-0.0373,0.3333333333333333,-1.2233333333333332,-1.2025000000000001,brca1,10,1864,1.0687686604119293,-0.9966857303227005,-1.1699574552696688,-0.9684231283483998,0.5699394476360383,1.2659162204946575
650,-1.2468965517241377,0.6,0.013099999999999997,0.3333333333333333,-1.3233333333333333,-1.2125,brca1,10,1864,0.6231443689939102,1.5255393831469901,1.5478344338840875,-0.9684231283483998,-0.4128868571208252,1.1462808182072293
660,-1.3898275862068965,0.6,0.0060999999999999995,0.4666666666666667,-1.4777777777777779,-1.3502499999999997,brca1,10,1864,-1.0560489836676383,1.5255393831469901,1.170363338168288,0.6728224468024185,-1.9308074833564257,-0.5016968483021268
670,-1.3786206896551725,0.3,-0.0025000000000000014,0.5,-1.2833333333333334,-1.4215,brca1,10,1864,-0.9243872612032242,-0.3661294519552779,0.7066131348603057,1.083133840590123,-0.01975633521808196,-1.354099089600074
680,-1.2541379310344827,0.3,-0.023700000000000002,0.3333333333333333,-1.2572222222222222,-1.25275,brca1,10,1864,0.5380706406322863,-0.3661294519552779,-0.43658504073611565,-0.9684231283483998,0.2368705332462108,0.6647483240003192
690,-1.3812068965517241,0.5,0.0104,0.5,-1.4088888888888889,-1.36875,brca1,10,1864,-0.9547707356180885,0.8949831047795676,1.4022384398222791,1.083133840590123,-1.253749362301697,-0.7230223425338759
700,-1.252413793103448,0.1,-0.0403,0.3333333333333333,-1.1666666666666667,-1.2910000000000001,brca1,10,1864,0.5583262902421983,-1.627242008690123,-1.3317307820050115,-0.9684231283483998,1.1268743536649248,0.20714291025089523
710,-1.196206896551724,0.2,-0.0273,0.3,-1.1972222222222222,-1.1957499999999999,brca1,10,1864,1.218660467525265,-0.9966857303227005,-0.6307130328185268,-1.3787345221361043,0.8265663161003289,1.3466701170386763
720,-1.2882758620689656,0.2,-0.0199,0.4,-1.27,-1.2964999999999998,brca1,10,1864,0.13700877835606443,-0.9966857303227005,-0.23167216020468157,-0.14780034077299029,0.11128717208283391,0.14134343899281293
730,-1.1639655172413792,0.2,-0.039099999999999996,0.3,-1.1127777777777779,-1.1869999999999998,brca1,10,1864,1.5974411152305843,-0.9966857303227005,-1.2670214513108742,-1.3787345221361043,1.6565085290061228,1.4513510940401786
740,-1.260344827586207,0.3,-0.0086,0.4,-1.205,-1.28525,brca1,10,1864,0.4651503020366074,-0.3661294519552779,0.3776740371651091,-0.14780034077299029,0.7501242701747941,0.2759332665661696
750,-1.2936206896551725,0.3,-0.0385,0.36666666666666664,-1.2911111111111113,-1.29475,brca1,10,1864,0.07421626456534294,-0.3661294519552779,-1.2346667859638059,-0.5581117345606954,-0.09619838114361676,0.16227963439310966
760,-1.210344827586207,0.2,-0.0387,0.36666666666666664,-1.1672222222222222,-1.22975,brca1,10,1864,1.0525641407240005,-0.9966857303227005,-1.2454516744128286,-0.5581117345606954,1.1214142075273879,0.9399097492614115
770,-1.3258620689655172,0.3,-0.0191,0.4666666666666667,-1.2888888888888888,-1.3424999999999998,brca1,10,1864,-0.30456438313997375,-0.3661294519552779,-0.18853260640859007,0.6728224468024185,-0.07435779659346084,-0.40897941152936895
780,-1.2779310344827588,0.4,-0.0107,0.4,-1.277777777777778,-1.278,brca1,10,1864,0.25854267601552394,0.264426826412145,0.2644327084503693,-0.14780034077299029,0.03484512615729911,0.3626689332245567
790,-1.2644827586206895,0.2,-0.042100000000000005,0.36666666666666664,-1.202777777777778,-1.2922500000000001,brca1,10,1864,0.4165367429728267,-0.9966857303227005,-1.4287947780462174,-0.5581117345606954,0.7719648547249457,0.1921884849649667
800,-1.3575862068965516,0.3,-0.023400000000000004,0.43333333333333335,-1.3055555555555556,-1.3809999999999998,brca1,10,1864,-0.6772683359623192,-0.3661294519552779,-0.4204077080625815,0.2625110530147141,-0.2381621807196062,-0.869575710335977
810,-1.3389655172413795,0.3,-0.015299999999999998,0.43333333333333335,-1.3072222222222223,-1.35325,brca1,10,1864,-0.4585073201752931,-0.3661294519552779,0.016380274122844016,0.2625110530147141,-0.254542619132221,-0.5375874689883601
820,-1.18,0.3,-0.0251,0.3333333333333333,-1.1377777777777776,-1.1989999999999998,brca1,10,1864,1.40906357385842,-0.3661294519552779,-0.5120792598792755,-0.9684231283483998,1.4108019528169102,1.3077886112952617
830,-1.293793103448276,0.3,-0.0248,0.4,-1.2722222222222221,-1.3034999999999999,brca1,10,1864,0.07219069960435252,-0.3661294519552779,-0.4959019272057411,-0.14780034077299029,0.08944658753268235,0.057598657391610006
840,-1.2993103448275862,0.3,-0.029300000000000003,0.4,-1.2877777777777777,-1.3044999999999998,brca1,10,1864,0.007372620852640619,-0.3661294519552779,-0.7385619173087553,-0.14780034077299029,-0.06343750431838506,0.04563511716286825
850,-1.2579310344827586,0.3,-0.022099999999999998,0.36666666666666664,-1.2255555555555557,-1.2725000000000002,brca1,10,1864,0.4935082114904838,-0.3661294519552779,-0.35030593314393266,-0.5581117345606954,0.5480988630858824,0.4284684044826416
860,-1.3858620689655174,0.5,0.0031999999999999967,0.43333333333333335,-1.4044444444444444,-1.3775000000000002,brca1,10,1864,-1.009460989564848,0.8949831047795676,1.0139824556574568,0.2625110530147141,-1.2100681932013917,-0.8277033195353809
870,-1.3272413793103446,0.2,-0.03860000000000001,0.43333333333333335,-1.2561111111111112,-1.3592499999999998,brca1,10,1864,-0.32076890282789977,-0.9966857303227005,-1.2400592301883178,0.2625110530147141,0.24779082552128656,-0.609368710360816
880,-1.4224137931034486,0.4,0.0003000000000000024,0.5333333333333333,-1.3327777777777778,-1.46275,brca1,10,1864,-1.4388807612949437,0.264426826412145,0.8576015731466257,1.4934452343778273,-0.5057093414589747,-1.8475951240357258
890,-1.2431034482758623,0.3,-0.023000000000000003,0.3333333333333333,-1.2188888888888887,-1.254,brca1,10,1864,0.6677067981357074,-0.3661294519552779,-0.39883793116453575,-0.9684231283483998,0.6136206167363436,0.6497938987143906
900,-1.1996551724137932,0.1,-0.0379,0.26666666666666666,-1.1800000000000002,-1.2085000000000004,brca1,10,1864,1.1781491683054435,-1.627242008690123,-1.2023121206167375,-1.7890459159238086,0.9958308463640089,1.1941349791221962
910,-1.2313793103448276,0.4,-0.008499999999999999,0.36666666666666664,-1.232222222222222,-1.231,brca1,10,1864,0.8054452154830981,0.264426826412145,0.38306648138962063,-0.5581117345606954,0.48257710943542775,0.9249553239754803
920,-1.3162068965517242,0.3,-0.012599999999999997,0.43333333333333335,-1.2394444444444446,-1.3507500000000001,brca1,10,1864,-0.19113274532447855,-0.3661294519552779,0.16197626818465244,0.2625110530147141,0.41159520964742974,-0.5076786184165031
930,-1.332586206896552,0.3,-0.013800000000000003,0.43333333333333335,-1.3016666666666667,-1.3464999999999998,brca1,10,1864,-0.3835614166186264,-0.3661294519552779,0.09726693749051503,0.2625110530147141,-0.1999411577568399,-0.45683357244434125
940,-1.2858620689655171,0.3,-0.0154,0.4,-1.2555555555555555,-1.2994999999999997,brca1,10,1864,0.16536668780994082,-0.3661294519552779,0.010987829898332439,-0.14780034077299029,0.25325097165882554,0.105452818306585
950,-1.275689655172414,0.4,-0.0179,0.43333333333333335,-1.2466666666666666,-1.2887499999999998,brca1,10,1864,0.2848750205084073,0.264426826412145,-0.12382327571445303,0.2625110530147141,0.3406133098594361,0.23406087576557083
960,-1.2463793103448275,0.2,-0.0189,0.3333333333333333,-1.2166666666666666,-1.25975,brca1,10,1864,0.6292210638768815,-0.9966857303227005,-0.1777477179595673,-0.9684231283483998,0.6354612012864952,0.5810035423991189
970,-1.2206896551724136,0.1,-0.047799999999999995,0.3333333333333333,-1.161111111111111,-1.2475,brca1,10,1864,0.9310302430645437,-1.627242008690123,-1.7361640988433678,-0.9684231283483998,1.181475815040308,0.72755691020122
980,-1.3193103448275862,0.3,-0.0171,0.4,-1.3122222222222222,-1.3225,brca1,10,1864,-0.22759291462231665,-0.3661294519552779,-0.08068372191836173,-0.14780034077299029,-0.3036839343700631,-0.16970860695450993
990,-1.1268965517241378,0.3,-0.028600000000000004,0.26666666666666666,-1.1111111111111112,-1.134,brca1,10,1864,2.0329375818436515,-0.3661294519552779,-0.7008148077371754,-1.7890459159238086,1.6728889674187375,2.0854187261635606
1000,-1.2782758620689656,0.3,-0.0218,0.36666666666666664,-1.268888888888889,-1.2825,brca1,10,1864,0.2544915460935431,-0.3661294519552779,-0.3341286004703985,-0.5581117345606954,0.12220746435790968,0.3088330021952134
1010,-1.2531034482758623,0.3,-0.018499999999999996,0.36666666666666664,-1.2372222222222222,-1.2602499999999999,brca1,10,1864,0.5502240303982288,-0.3661294519552779,-0.15617794106152136,-0.5581117345606954,0.4334357941975835,0.575021772284748
1020,-1.278275862068965,0.4,-0.0113,0.4,-1.2577777777777779,-1.2874999999999999,brca1,10,1864,0.2544915460935509,0.264426826412145,0.23207804310330077,-0.14780034077299029,0.23141038710867182,0.24901530105149935
1030,-1.1855172413793105,0.2,-0.0329,0.3,-1.1066666666666667,-1.2209999999999999,brca1,10,1864,1.3442454951067055,-0.9966857303227005,-0.9326899093911662,-1.3787345221361043,1.7165701365190429,1.0445907262629137
1040,-1.216896551724138,0.2,-0.0363,0.3333333333333333,-1.1838888888888888,-1.23175,brca1,10,1864,0.9755926722063435,-0.9966857303227005,-1.1160330130245546,-0.9684231283483998,0.9576098234012448,0.9159826688039253
1050,-1.2413793103448274,0.3,-0.017899999999999996,0.36666666666666664,-1.2461111111111112,-1.23925,brca1,10,1864,0.6879624477456221,-0.3661294519552779,-0.12382327571445284,-0.5581117345606954,0.3460734559969729,0.8262561170883514
1060,-1.2725862068965517,0.2,-0.028900000000000002,0.36666666666666664,-1.2377777777777779,-1.2882500000000001,brca1,10,1864,0.321335189806248,-0.9966857303227005,-0.7169921404107096,-0.5581117345606954,0.4279756480600445,0.24004264587993904
1070,-1.2915517241379306,0.3,-0.030400000000000003,0.43333333333333335,-1.2461111111111112,-1.312,brca1,10,1864,0.09852304409724111,-0.3661294519552779,-0.7978788037783809,0.2625110530147141,0.3460734559969729,-0.0440914345527082
1080,-1.283448275862069,0.3,-0.0356,0.36666666666666664,-1.2627777777777778,-1.29275,brca1,10,1864,0.19372459726381203,-0.3661294519552779,-1.0782859034529746,-0.5581117345606954,0.18226907187082972,0.18620671485059584
1090,-1.2868965517241382,0.2,-0.019200000000000002,0.43333333333333335,-1.2277777777777779,-1.3135,brca1,10,1864,0.15321329804399045,-0.9966857303227005,-0.19392505063310164,0.2625110530147141,0.5262582785357308,-0.06203674489582083
1100,-1.1448275862068966,0.2,-0.0372,0.26666666666666666,-1.1033333333333333,-1.1635000000000002,brca1,10,1864,1.8222788259005844,-0.9966857303227005,-1.1645650110451573,-1.7890459159238086,1.7493310133442723,1.7324942894156365
1110,-1.2153448275862069,0.1,-0.0392,0.3333333333333333,-1.14,-1.24925,brca1,10,1864,0.9938227568552626,-1.627242008690123,-1.2724138955353859,-0.9684231283483998,1.3889613682667565,0.7066207148009207
1120,-1.1525862068965518,0.2,-0.030000000000000006,0.3,-1.1383333333333332,-1.159,brca1,10,1864,1.731128402655989,-0.9966857303227005,-0.7763090268803353,-1.3787345221361043,1.4053418066793713,1.7863302204449822
1130,-1.2389655172413794,0.3,-0.0241,0.4,-1.188888888888889,-1.2615,brca1,10,1864,0.7163203571994933,-0.3661294519552779,-0.4581548176341612,-0.14780034077299029,0.9084685081633983,0.5600673469988169
1140,-1.359655172413793,0.2,-0.0184,0.4666666666666667,-1.2777777777777777,-1.3965,brca1,10,1864,-0.701575115494212,-0.9966857303227005,-0.15078549683701015,0.6728224468024185,0.03484512615730129,-1.055010583881498
1150,-1.219137931034483,0.3,-0.0283,0.36666666666666664,-1.193888888888889,-1.2305000000000001,brca1,10,1864,0.9492603277134576,-0.3661294519552779,-0.6846374750636408,-0.5581117345606954,0.8593271929255563,0.9309370940898511
1160,-1.2010344827586206,0.1,-0.034600000000000006,0.3,-1.1355555555555554,-1.2305000000000001,brca1,10,1864,1.1619446486175176,-1.627242008690123,-1.0243614612078606,-1.3787345221361043,1.4326425373670617,0.9309370940898511
1170,-1.2636206896551725,0.3,-0.015200000000000002,0.36666666666666664,-1.2344444444444445,-1.2767500000000003,brca1,10,1864,0.4266645677777789,-0.3661294519552779,0.021772718347355217,-0.5581117345606954,0.460736524885274,0.3776233585104825
1180,-1.4077586206896553,0.5,0.002799999999999998,0.5333333333333333,-1.395,-1.4134999999999998,brca1,10,1864,-1.2667077396107054,0.8949831047795676,0.992412678759411,1.4934452343778273,-1.1172457088632444,-1.2583907677701265
1190,-1.3886206896551725,0.5,0.009299999999999998,0.5,-1.3788888888888888,-1.393,brca1,10,1864,-1.0418700289407028,0.8949831047795676,1.3429215533526533,1.083133840590123,-0.958901470874638,-1.0131381930808967
1200,-1.3665517241379308,0.5,-0.006,0.5,-1.3272222222222223,-1.38425,brca1,10,1864,-0.78259771393385,0.8949831047795676,0.517877587002406,1.083133840590123,-0.45110788008359365,-0.9084572160793943
